,title,timestamp,access,category,pageid,raw_category,revision.anon,revision.comment,revision.commenthidden,revision.parentid,revision.revid,revision.user,Section count,Subsection count,Complete URL link count,Complete URL link count per section,Complete URL link count per length,Relative URL link count,Relative URL link count per section,Relative URL link count per length,Same page link count,Same page link count per section,Same page link count per length,Mean section size,Mean subsection size,Largest section size,Shortest section size,Standard deviation of the section size,Images count,Images per length,Images per section,Images per subsection,Phrase count,Large phrase count,Paragraph count,Large paragraph count,Largest phrase size,Large phrase rate,Short phrase rate,Char Count,Word Count,Articles count,Auxiliary verbs count,Coordination conjunctions count,Correlative conjunctions count,Indefinite pronouns count,Interrogative pronouns count,Prepositions count,Pronouns count,Relative pronoums count,Subordinating conjunctions count,To be verbs count,Sentences starting with articles,Sentences starting with auxiliary verbs,Sentences starting with coordination conjunctions,Sentences starting with correlative conjunctions,Sentences starting with indefinite pronouns,Sentences starting with interrogative pronouns,Sentences starting with prepositions,Sentences starting with pronouns,Sentences starting with relative pronoums,Sentences starting with subordinating conjunctions,Sentences starting with to be verbs,ARI readability feature,Coleman-Liau readability feature,Flesch Reading Ease Readability Feature,Flesch Kincaid Readability Feature,Gunning Fog Index readability feature,Lasbarhetsindex readability feature,SMOG Grading readability feature
116,1300-1400 in fashion,2008-06-27T13:31:55Z,2008-08-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/78.23.97.149|78.23.97.149]] to last version by PKM (using [[WP:HG|Huggle]]),,222076685,222078909,Metagraph,10,9,14,1.4,0.0006070592316364582,128,12.8,0.0055502558321047606,62,6.2,0.002688405168675744,2208.2,1850.888888888889,7839,13,2794.3984365552137,13,0.0005636978579481398,1.3,1.3,215,166,273,15,343,0.3348837209302325,0.5627906976744186,23062,3846,351,47,226,5,43,8,466,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.957306171316617,10.504461778471141,52.29764709937237,10.408826010714849,10.837096107100098,27.092740267750244,65.01612693485461
117,1300-1400 in fashion,2008-06-27T13:31:55Z,2008-07-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/78.23.97.149|78.23.97.149]] to last version by PKM (using [[WP:HG|Huggle]]),,222076685,222078909,Metagraph,10,9,14,1.4,0.0006070592316364582,128,12.8,0.0055502558321047606,62,6.2,0.002688405168675744,2208.2,1850.888888888889,7839,13,2794.3984365552137,13,0.0005636978579481398,1.3,1.3,215,166,273,15,343,0.3348837209302325,0.5627906976744186,23062,3846,351,47,226,5,43,8,466,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.957306171316617,10.504461778471141,52.29764709937237,10.408826010714849,10.837096107100098,27.092740267750244,65.01612693485461
118,1300-1400 in fashion,2008-05-10T00:50:51Z,2008-06-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* General trends */  fell A little,,207716581,211373952,205.234.170.131,10,9,13,1.3,0.0005670170541283202,128,12.8,0.005582937148340385,62,6.2,0.002704235181227374,2194.7,1849.666666666667,7839,13,2797.1521648514813,13,0.0005670170541283202,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22927,3823,348,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.990435270091204,10.513897462725607,52.2571771916704,10.429372626025577,10.872777198547464,27.181942996368647,64.83041322844284
119,1300-1400 in fashion,2008-04-23T22:33:30Z,2008-05-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,"/* Shirt, doublet and hose */ corr name",,206256088,207716581,Johnbod,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.248399739093934,10.429430576130775,10.871865625990374,27.179664064975928,64.82232606429493
120,1300-1400 in fashion,2008-03-12T22:38:55Z,2008-04-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/66.222.206.229|66.222.206.229]] ([[User talk:66.222.206.229|talk]]) to last version by Cenarium,,197832998,197833111,Aitias,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
121,1300-1400 in fashion,2008-02-13T00:25:58Z,2008-03-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Removed profanity and vulgar language,,190775679,191027841,Karenawood1,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
122,1300-1400 in fashion,2008-01-06T14:29:21Z,2008-02-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,sort,,161781624,182529819,Tim!,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
123,1300-1400 in fashion,2007-10-02T13:18:48Z,2008-01-01T00:00:00Z,b,,"[('class=B}', '', 'B', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* Northern and western Europe */,,161781500,161781624,84.203.56.34,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
124,1300-1400 in fashion,2007-10-02T13:18:48Z,2007-12-01T00:00:00Z,b,,"[('class=B}', '', 'B', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* Northern and western Europe */,,161781500,161781624,84.203.56.34,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
125,1300-1400 in fashion,2007-10-02T13:18:48Z,2007-11-01T00:00:00Z,b,,"[('class=B}', '', 'B', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* Northern and western Europe */,,161781500,161781624,84.203.56.34,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
126,1300-1400 in fashion,2007-09-14T20:44:05Z,2007-10-01T00:00:00Z,a,,"[('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* External links */ corrected the link to my site to the main page,,154111584,157921717,72.188.162.238,10,9,13,1.3,0.0005670665212649947,127,12.7,0.005539803707742639,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
127,1300-1400 in fashion,2007-08-28T05:37:17Z,2007-09-01T00:00:00Z,a,,"[('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* References */,,154111431,154111584,PKM,10,9,13,1.3,0.0005655370426762952,127,12.7,0.0055248618784530384,62,6.2,0.002697176665071562,2200.7,1849.666666666667,7839,13,2792.2700860291675,13,0.0005655370426762952,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22987,3830,347,47,226,5,44,8,467,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,10.028578997045804,10.54396866840731,52.163799936258144,10.450561173831499,10.910503928707143,27.27625982176786,64.8869937870632
128,1300-1400 in fashion,2007-06-04T03:31:48Z,2007-08-01T00:00:00Z,b,,"[('class=b|', 'b', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,"Limited spellcheck + minor fixes [[User:Mboverload/AWB|READ ME]], Typos fixed: in in → in,  using [[Project:AWB|AWB]]",,132808692,135706266,Thiseye,9,5,11,1.2222222222222223,0.0005845777754158474,107,11.888888888888893,0.005686347451772334,50,5.5555555555555545,0.0026571717064356693,1857.7777777777771,952.6,6851,13,2453.548694125398,6,0.0003188606047722804,0.6666666666666666,0.6666666666666666,161,133,178,9,278,0.39130434782608703,0.515527950310559,18817,3179,312,44,179,4,40,7,417,103,30,42,96,18,0,2,0,0,1,12,15,1,3,0,10.555149574361245,10.24790185592954,51.44412311774281,10.989198486183591,11.5974131480074,28.9935328700185,59.382621436041795
129,1300-1400 in fashion,2007-06-04T03:31:48Z,2007-07-01T00:00:00Z,b,,"[('class=b|', 'b', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,"Limited spellcheck + minor fixes [[User:Mboverload/AWB|READ ME]], Typos fixed: in in → in,  using [[Project:AWB|AWB]]",,132808692,135706266,Thiseye,9,5,11,1.2222222222222223,0.0005845777754158474,107,11.888888888888893,0.005686347451772334,50,5.5555555555555545,0.0026571717064356693,1857.7777777777771,952.6,6851,13,2453.548694125398,6,0.0003188606047722804,0.6666666666666666,0.6666666666666666,161,133,178,9,278,0.39130434782608703,0.515527950310559,18817,3179,312,44,179,4,40,7,417,103,30,42,96,18,0,2,0,0,1,12,15,1,3,0,10.555149574361245,10.24790185592954,51.44412311774281,10.989198486183591,11.5974131480074,28.9935328700185,59.382621436041795
130,1300-1400 in fashion,2007-05-22T23:37:19Z,2007-06-01T00:00:00Z,b,,"[('class=b|', 'b', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,rvt vandal,,132796817,132808692,Johnbod,9,5,11,1.2222222222222223,0.0005844845908607862,107,11.888888888888893,0.0056854410201912856,50,5.5555555555555545,0.002656748140276302,1858.111111111111,952.6,6851,13,2453.81883216979,6,0.0003188097768331562,0.6666666666666666,0.6666666666666666,161,133,178,8,278,0.39130434782608703,0.515527950310559,18820,3180,312,44,179,4,40,7,418,103,30,42,96,18,0,2,0,0,1,12,15,1,3,0,10.554266963553259,10.243402515723274,51.480381460213316,10.985684206414316,11.598734325559594,28.996835813898983,59.391488719486745
131,1300-1400 in fashion,2007-04-24T01:29:21Z,2007-05-01T00:00:00Z,b,,"[('class=b|', 'b', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* Footwear */ creat see also,,124544520,125363578,PKM,9,5,11,1.2222222222222223,0.0005841741901221455,107,11.888888888888893,0.0056824216675517795,50,5.5555555555555545,0.0026553372278279343,1859.0,952.6,6851,13,2453.2019382839235,6,0.0003186404673393521,0.6666666666666666,0.6666666666666666,161,133,178,8,278,0.38509316770186336,0.515527950310559,18830,3182,312,44,179,4,40,7,418,103,30,42,96,18,0,2,0,0,1,12,15,1,3,0,10.55843006664038,10.241791326209936,51.5262308364988,10.982375200565293,11.588808163934555,28.972020409836393,59.40921910468182
132,1300-1400 in fashion,2007-03-31T01:59:22Z,2007-04-01T00:00:00Z,b,,"[('class=b|', 'b', '', ''), ('class=""messagebox {{#ifeq:{{{small|', '""messagebox {{#ifeq:{{{small', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,capitalization,,119176986,119182004,Witan,8,5,8,1.0,0.0004902261167963721,88,11.0,0.005392487284760095,43,5.375,0.0026349653777805013,1832.875,757.0,6401,13,2294.856698762941,5,0.0003063913229977326,0.625,0.625,142,117,149,5,306,0.3732394366197183,0.5140845070422535,16319,2776,286,45,157,2,32,7,376,91,27,40,89,18,0,2,0,0,1,10,14,1,3,0,10.292796302309533,10.02807636887608,52.96119677720503,10.728893940008934,11.5228883386776,28.807220846694,55.68775948927797
133,1400-1500 in fashion,2008-12-06T04:06:04Z,2009-01-01T00:00:00Z,b,,"[('class=B|', 'B', '', ''), ('class=B|', 'B', '', '')]",,Fixed image placement to remove hige white space,,253583772,256173405,PKM,11,16,16,1.4545454545454546,0.0004348653276438453,210,19.09090909090909,0.005707607425325468,61,5.545454545454546,0.0016579240616421602,3258.181818181818,1827.8125,16931,13,5236.203697683692,10,0.0002717908297774033,0.9090909090909092,0.9090909090909092,378,281,418,35,375,0.335978835978836,0.5502645502645502,36793,6234,613,54,302,10,36,8,810,153,33,38,110,47,0,0,0,5,0,19,44,0,5,0,8.954116442855613,9.984299005453963,56.3287605603679,9.499684678491224,9.952616221336145,24.881540553340358,81.95568377260753
134,1400-1500 in fashion,2008-11-23T12:53:31Z,2008-12-01T00:00:00Z,a,,"[('class=A|', 'A', '', ''), ('class=A|', 'A', '', '')]",,"[[User:Rjwilmsi#Other_fixes|gen fixes]]: (1) set identical references to use existing ref name (1),  using [[Project:AutoWikiBrowser|AWB]]",,253290016,253583772,Rjwilmsi,11,16,16,1.4545454545454546,0.0004348771472059143,210,19.09090909090909,0.005707762557077625,61,5.545454545454546,0.0016579691237225485,3258.090909090909,1827.75,16930,13,5235.942579030932,10,0.00027179821700369644,0.9090909090909092,0.9090909090909092,378,282,417,35,375,0.335978835978836,0.5502645502645502,36792,6234,613,54,302,10,36,8,810,153,33,38,110,47,0,0,0,5,0,19,44,0,5,0,8.954116442855613,9.984299005453963,56.3287605603679,9.499684678491224,9.952616221336145,24.881540553340358,81.95568377260753
135,1400-1500 in fashion,2008-10-19T11:19:00Z,2008-11-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,replacing image with version on commons,,245290549,246267162,Melesse,11,16,16,1.4545454545454546,0.0004348653276438453,210,19.09090909090909,0.005707607425325468,61,5.545454545454546,0.0016579240616421602,3258.181818181818,1827.8125,16931,13,5236.203697683692,10,0.0002717908297774033,0.9090909090909092,0.9090909090909092,378,282,418,36,375,0.335978835978836,0.5502645502645502,36793,6234,613,54,302,10,36,8,810,153,33,38,110,47,0,0,0,5,0,19,44,0,5,0,8.954116442855613,9.984299005453963,56.31518981927067,9.501577524176176,9.952616221336145,24.881540553340358,81.95568377260753
136,1400-1500 in fashion,2008-09-30T04:52:33Z,2008-10-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,/* Footwear */,,240264876,241943281,75.70.115.72,11,16,16,1.4545454545454546,0.0004448522256512914,206,18.727272727272727,0.005727472405260377,60,5.454545454545454,0.001668195846192343,3183.090909090909,1776.1875,16105,13,5022.061796803091,9,0.0002502293769288514,0.8181818181818182,0.8181818181818182,363,273,407,36,490,0.3168044077134986,0.5619834710743802,35967,6094,604,54,298,10,36,8,794,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.097181927579037,10.009868723334423,56.065109397221356,9.60994748933377,10.06927032053386,25.173175801334647,81.06407624509497
137,1400-1500 in fashion,2008-06-27T15:06:59Z,2008-09-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,Reverted edits by [[Special:Contributions/90.194.235.9|90.194.235.9]] to last version by Metagraph (using [[WP:HG|Huggle]]),,222094254,222094271,SJP,11,16,16,1.4545454545454546,0.0004448522256512914,206,18.727272727272727,0.005727472405260377,60,5.454545454545454,0.001668195846192343,3183.090909090909,1776.1875,16105,13,5022.061796803091,9,0.0002502293769288514,0.8181818181818182,0.8181818181818182,363,273,407,36,490,0.3168044077134986,0.5619834710743802,35967,6094,604,54,298,10,36,8,794,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.097181927579037,10.009868723334423,56.065109397221356,9.60994748933377,10.06927032053386,25.173175801334647,81.06407624509497
138,1400-1500 in fashion,2008-06-27T15:06:59Z,2008-08-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,Reverted edits by [[Special:Contributions/90.194.235.9|90.194.235.9]] to last version by Metagraph (using [[WP:HG|Huggle]]),,222094254,222094271,SJP,11,16,16,1.4545454545454546,0.0004448522256512914,206,18.727272727272727,0.005727472405260377,60,5.454545454545454,0.001668195846192343,3183.090909090909,1776.1875,16105,13,5022.061796803091,9,0.0002502293769288514,0.8181818181818182,0.8181818181818182,363,273,407,36,490,0.3168044077134986,0.5619834710743802,35967,6094,604,54,298,10,36,8,794,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.097181927579037,10.009868723334423,56.065109397221356,9.60994748933377,10.06927032053386,25.173175801334647,81.06407624509497
139,1400-1500 in fashion,2008-06-27T15:06:59Z,2008-07-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,Reverted edits by [[Special:Contributions/90.194.235.9|90.194.235.9]] to last version by Metagraph (using [[WP:HG|Huggle]]),,222094254,222094271,SJP,11,16,16,1.4545454545454546,0.0004448522256512914,206,18.727272727272727,0.005727472405260377,60,5.454545454545454,0.001668195846192343,3183.090909090909,1776.1875,16105,13,5022.061796803091,9,0.0002502293769288514,0.8181818181818182,0.8181818181818182,363,273,407,36,490,0.3168044077134986,0.5619834710743802,35967,6094,604,54,298,10,36,8,794,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.097181927579037,10.009868723334423,56.065109397221356,9.60994748933377,10.06927032053386,25.173175801334647,81.06407624509497
140,1400-1500 in fashion,2008-05-26T16:28:42Z,2008-06-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,/* Style gallery - Northern Europe 1450s-1470s */ fix typo,,214294477,215077219,PKM,11,16,16,1.4545454545454546,0.0004448522256512914,206,18.727272727272727,0.005727472405260377,60,5.454545454545454,0.001668195846192343,3183.090909090909,1776.1875,16105,13,5022.061796803091,9,0.0002502293769288514,0.8181818181818182,0.8181818181818182,363,273,407,36,490,0.3168044077134986,0.5619834710743802,35967,6094,604,54,298,10,36,8,794,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.097181927579037,10.009868723334423,56.065109397221356,9.60994748933377,10.06927032053386,25.173175801334647,81.06407624509497
141,1400-1500 in fashion,2008-04-25T23:44:55Z,2008-05-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,"Replacing [[Image:Neroccio_de'_Landi_001.jpg]] with [[Image:Portrait-of-a-lady-_1485_Neroccio_dei_Landi.jpg]] (by [[commons:User:Siebrand|Siebrand]] because: Was in category ""Duplicate"", although NOT an exact duplicate).",,205655236,208222235,CommonsDelinker,11,16,16,1.4545454545454546,0.00044470385502654334,206,18.727272727272727,0.005725562133466746,60,5.454545454545454,0.0016676394563495372,3183.2727272727275,1776.3125,16106,13,5022.24911948639,9,0.0002501459184524306,0.8181818181818182,0.8181818181818182,364,273,407,36,490,0.31868131868131866,0.5631868131868132,35979,6095,604,54,298,10,35,8,795,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.078820425677684,10.009448728465953,56.075553338171254,9.59771563342318,10.057933452929351,25.144833632323376,81.07048097712733
142,1400-1500 in fashion,2008-03-04T20:26:17Z,2008-04-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,Reverted edits by [[Special:Contributions/124.120.105.160|124.120.105.160]] ([[User talk:124.120.105.160|talk]]) to last version by Tim!,,195818401,195873026,Johnbod,11,16,16,1.4545454545454546,0.0004449635686078202,205,18.63636363636364,0.005701095722787697,60,5.454545454545454,0.0016686133822793258,3181.3636363636365,1775.0,16085,13,5016.846704309935,9,0.00025029200734189895,0.8181818181818182,0.8181818181818182,364,273,407,36,490,0.31868131868131866,0.5631868131868132,35958,6094,603,54,298,10,35,8,794,144,33,36,108,47,0,0,0,5,0,19,39,0,5,0,9.064846958096057,9.993455858221203,56.15356927368663,9.586151483895168,10.05082210208564,25.1270552552141,81.06407624509497
