"pageid","title","access","revision.revid","revision.parentid","revision.user","revision.anon","revision.timestamp","revision.comment","category","raw_category"
3848705,"Roderigo Lopez","2020-03-01T00:00:00Z",934827087,922518860,"50.232.238.198","","2020-01-08T18:48:22Z","Grammar","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2020-02-01T00:00:00Z",934827087,922518860,"50.232.238.198","","2020-01-08T18:48:22Z","Grammar","",""
3848705,"Roderigo Lopez","2020-01-01T00:00:00Z",922518860,922518624,"OliviaLeone","","2019-10-22T16:49:43Z","","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2019-12-01T00:00:00Z",922518860,922518624,"OliviaLeone","","2019-10-22T16:49:43Z","","",""
3848705,"Roderigo Lopez","2019-11-01T00:00:00Z",922518860,922518624,"OliviaLeone","","2019-10-22T16:49:43Z","","",""
3848705,"Roderigo Lopez","2019-10-01T00:00:00Z",914536305,851986521,"InternetArchiveBot","","2019-09-08T00:53:52Z","Bluelinking 1 books for [[WP:V|verifiability]].) #IABot (v2.1alpha3","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2019-09-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2019-08-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-07-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-06-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-05-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-04-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-03-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-02-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2019-01-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2018-12-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2018-11-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2018-10-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2018-09-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2018-08-01T00:00:00Z",851986521,851973177,"Martinevans123","","2018-07-25T21:20:52Z","+fr.wiki link","",""
3848705,"Roderigo Lopez","2018-07-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2018-06-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","",""
3848705,"Roderigo Lopez","2018-05-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","",""
3848705,"Roderigo Lopez","2018-04-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","",""
3848705,"Roderigo Lopez","2018-03-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","",""
3848705,"Roderigo Lopez","2018-02-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","",""
3848705,"Roderigo Lopez","2018-01-01T00:00:00Z",813126027,813098721,"Daehan","","2017-12-01T22:58:45Z","Esaias van Hulsen was dead in 1625.","",""
3848705,"Roderigo Lopez","2017-12-01T00:00:00Z",806805406,806781157,"Renamed user df576567etesddf","","2017-10-24T07:44:32Z","/* Notes and references */ not a convert, baptised as a baby and raised Christian","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-11-01T00:00:00Z",806805406,806781157,"Renamed user df576567etesddf","","2017-10-24T07:44:32Z","/* Notes and references */ not a convert, baptised as a baby and raised Christian","",""
3848705,"Roderigo Lopez","2017-10-01T00:00:00Z",802034641,784337395,"Sergio Junior from Brazil","","2017-09-23T15:26:10Z","","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-09-01T00:00:00Z",784337395,777288987,"Alanscottwalker","","2017-06-07T19:39:24Z","/* top */ ce","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-08-01T00:00:00Z",784337395,777288987,"Alanscottwalker","","2017-06-07T19:39:24Z","/* top */ ce","",""
3848705,"Roderigo Lopez","2017-07-01T00:00:00Z",784337395,777288987,"Alanscottwalker","","2017-06-07T19:39:24Z","/* top */ ce","",""
3848705,"Roderigo Lopez","2017-06-01T00:00:00Z",777288987,771857253,"Daehan","","2017-04-26T09:26:54Z","","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-05-01T00:00:00Z",777288987,771857253,"Daehan","","2017-04-26T09:26:54Z","","",""
3848705,"Roderigo Lopez","2017-04-01T00:00:00Z",771857253,766529346,"Nihiltres","","2017-03-23T22:30:10Z","Replaced pseudo-header definition list markup with proper subsection markup; see [[Wikipedia:Manual of Style/Accessibility#Headings]] using [[Project:AWB|AWB]]","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-03-01T00:00:00Z",766529346,746274551,"Headbomb","","2017-02-20T18:26:59Z","cleanup using [[Project:AWB|AWB]]","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-02-01T00:00:00Z",746274551,746274452,"Renamed user df576567etesddf","","2016-10-26T10:58:44Z","/* Trial and execution */ ce","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2017-01-01T00:00:00Z",746274551,746274452,"Renamed user df576567etesddf","","2016-10-26T10:58:44Z","/* Trial and execution */ ce","",""
3848705,"Roderigo Lopez","2016-12-01T00:00:00Z",746274551,746274452,"Renamed user df576567etesddf","","2016-10-26T10:58:44Z","/* Trial and execution */ ce","",""
3848705,"Roderigo Lopez","2016-11-01T00:00:00Z",746274551,746274452,"Renamed user df576567etesddf","","2016-10-26T10:58:44Z","/* Trial and execution */ ce","",""
3848705,"Roderigo Lopez","2016-10-01T00:00:00Z",736176033,723754799,"ArmbrustBot","","2016-08-25T18:13:45Z","/* Notes and references */removing category per [[Wikipedia:Categories for discussion/Log/2016 August 15]] using [[Project:AWB|AWB]]","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2016-09-01T00:00:00Z",736176033,723754799,"ArmbrustBot","","2016-08-25T18:13:45Z","/* Notes and references */removing category per [[Wikipedia:Categories for discussion/Log/2016 August 15]] using [[Project:AWB|AWB]]","",""
3848705,"Roderigo Lopez","2016-08-01T00:00:00Z",723754799,723754724,"93.38.115.157","","2016-06-05T01:19:30Z","","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2016-07-01T00:00:00Z",723754799,723754724,"93.38.115.157","","2016-06-05T01:19:30Z","","",""
3848705,"Roderigo Lopez","2016-06-01T00:00:00Z",720208793,720207942,"Renamed user df576567etesddf","","2016-05-14T11:06:04Z","/* Possible literary legacy */ refs in order","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2016-05-01T00:00:00Z",714141660,714140303,"InedibleHulk","","2016-04-07T21:59:33Z","Manuel Luis Tinoco to Emmanuel Lewis Tynoco, per Report of the Deputy Keeper of the Records, Volume 4","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2016-04-01T00:00:00Z",700290569,700181672,"Renamed user df576567etesddf","","2016-01-17T16:47:39Z","rev gf; no such thing as UK or even GB then","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2016-03-01T00:00:00Z",700290569,700181672,"Renamed user df576567etesddf","","2016-01-17T16:47:39Z","rev gf; no such thing as UK or even GB then","",""
3848705,"Roderigo Lopez","2016-02-01T00:00:00Z",700290569,700181672,"Renamed user df576567etesddf","","2016-01-17T16:47:39Z","rev gf; no such thing as UK or even GB then","",""
3848705,"Roderigo Lopez","2016-01-01T00:00:00Z",697569720,697543499,"Renamed user df576567etesddf","","2015-12-31T09:40:39Z","/* Trial and execution */Refs in order","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2015-12-01T00:00:00Z",692816334,692816298,"Renamed user df576567etesddf","","2015-11-28T14:39:34Z","/* Early life and family */ ce","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2015-11-01T00:00:00Z",686002330,679915041,"Renamed user df576567etesddf","","2015-10-16T10:23:34Z","/* Early life and family */ trim","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2015-10-01T00:00:00Z",679915041,676821825,"Renamed user df576567etesddf","","2015-09-07T15:43:56Z","ce","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2015-09-01T00:00:00Z",676821825,676785854,"XPTO","","2015-08-19T11:17:01Z","added [[Category:University of Coimbra alumni]] using [[WP:HC|HotCat]]","GA","[('class=GA\n', '', '', 'GA'), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=GA|', 'GA', '', ''), ('class=""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->\n', '', '', '""boilerplate"" style=""background-color: #efe; margin: 2em 0 0 0; padding: 0 10px 0 10px; border: 1px dotted #aaa;""><!-- Template:RM top -->')]"
3848705,"Roderigo Lopez","2015-08-01T00:00:00Z",673275186,673029586,"Renamed user df576567etesddf","","2015-07-27T08:30:49Z","","Start","[('class=Start\n', '', '', 'Start'), ('class=start}', '', 'start', ''), ('class=Start}', '', 'Start', ''), ('class=Start}', '', 'Start', '')]"
3848705,"Roderigo Lopez","2015-07-01T00:00:00Z",668590699,667067479,"Look2See1","","2015-06-25T09:01:03Z","/* External links */","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', ''), ('class=start}', '', 'start', '')]"
3848705,"Roderigo Lopez","2015-06-01T00:00:00Z",660269015,655333389,"KasparBot","","2015-05-01T16:14:53Z","authority control moved to wikidata","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', ''), ('class=start}', '', 'start', '')]"
3848705,"Roderigo Lopez","2015-05-01T00:00:00Z",655333389,637104940,"Mcc1789","","2015-04-07T11:36:51Z","/* Life and career */","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', ''), ('class=start}', '', 'start', '')]"
3848705,"Roderigo Lopez","2015-04-01T00:00:00Z",637104940,627541729,"172.56.13.46","","2014-12-08T02:06:09Z","/* Life and career */ remove vandalism","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', ''), ('class=start}', '', 'start', '')]"
3848705,"Roderigo Lopez","2015-03-01T00:00:00Z",637104940,627541729,"172.56.13.46","","2014-12-08T02:06:09Z","/* Life and career */ remove vandalism","",""
3848705,"Roderigo Lopez","2015-02-01T00:00:00Z",637104940,627541729,"172.56.13.46","","2014-12-08T02:06:09Z","/* Life and career */ remove vandalism","",""
3848705,"Roderigo Lopez","2015-01-01T00:00:00Z",637104940,627541729,"172.56.13.46","","2014-12-08T02:06:09Z","/* Life and career */ remove vandalism","",""
3848705,"Roderigo Lopez","2014-12-01T00:00:00Z",627541729,627541699,"BDD","","2014-09-29T13:35:19Z","removed [[Category:English Jews]] using [[WP:HC|HotCat]]","Start","[('class=Start}', '', 'Start', ''), ('class=Start\n', '', '', 'Start'), ('class=Start}', '', 'Start', ''), ('class=start}', '', 'start', '')]"
3848705,"Roderigo Lopez","2014-11-01T00:00:00Z",627541729,627541699,"BDD","","2014-09-29T13:35:19Z","removed [[Category:English Jews]] using [[WP:HC|HotCat]]","",""
